;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 03/27/2016 12:12:05
;----------------------------------------------

;Address Opcode 	ASM
0x0802	0x01D3      	CLRF       LCD_TASK_sec_L0
0x0803	0x302A      	MOVLW      42
0x0804	0x00D4      	MOVWF      LCD_TASK_min_L0
0x0805	0x3015      	MOVLW      21
0x0806	0x00D5      	MOVWF      LCD_TASK_hr_L0
0x0807	0x01D6      	CLRF       LCD_TASK_week_day_L0
0x0808	0x301A      	MOVLW      26
0x0809	0x00D7      	MOVWF      LCD_TASK_day_L0
0x080A	0x3003      	MOVLW      3
0x080B	0x00D8      	MOVWF      LCD_TASK_mn_L0
0x080C	0x3010      	MOVLW      16
0x080D	0x00D9      	MOVWF      LCD_TASK_year_L0
;main.c,128 :: 		memset(time, 0, 9);
0x080E	0x30BD      	MOVLW      LCD_TASK_time_L0
0x080F	0x00DA      	MOVWF      FARG_memset_p1
0x0810	0x01DB      	CLRF       FARG_memset_character
0x0811	0x3009      	MOVLW      9
0x0812	0x00DC      	MOVWF      FARG_memset_n
0x0813	0x3000      	MOVLW      0
0x0814	0x00DD      	MOVWF      FARG_memset_n+1
0x0815	0x118A      	BCF        PCLATH, 3
0x0816	0x2312      	CALL       _memset
0x0817	0x158A      	BSF        PCLATH, 3
;main.c,129 :: 		memset(date, 0, 13);
0x0818	0x30C6      	MOVLW      LCD_TASK_date_L0
0x0819	0x00DA      	MOVWF      FARG_memset_p1
0x081A	0x01DB      	CLRF       FARG_memset_character
0x081B	0x300D      	MOVLW      13
0x081C	0x00DC      	MOVWF      FARG_memset_n
0x081D	0x3000      	MOVLW      0
0x081E	0x00DD      	MOVWF      FARG_memset_n+1
0x081F	0x118A      	BCF        PCLATH, 3
0x0820	0x2312      	CALL       _memset
0x0821	0x158A      	BSF        PCLATH, 3
;main.c,130 :: 		while(1)
L_LCD_TASK64:
;main.c,132 :: 		Read_Time(&sec, &min, &hr, &week_day, &day, &mn, &year);
0x0822	0x30D3      	MOVLW      LCD_TASK_sec_L0
0x0823	0x00DA      	MOVWF      FARG_Read_Time_sec
0x0824	0x30D4      	MOVLW      LCD_TASK_min_L0
0x0825	0x00DB      	MOVWF      FARG_Read_Time_min
0x0826	0x30D5      	MOVLW      LCD_TASK_hr_L0
0x0827	0x00DC      	MOVWF      FARG_Read_Time_hr
0x0828	0x30D6      	MOVLW      LCD_TASK_week_day_L0
0x0829	0x00DD      	MOVWF      FARG_Read_Time_week_day
0x082A	0x30D7      	MOVLW      LCD_TASK_day_L0
0x082B	0x00DE      	MOVWF      FARG_Read_Time_day
0x082C	0x30D8      	MOVLW      LCD_TASK_mn_L0
0x082D	0x00DF      	MOVWF      FARG_Read_Time_mn
0x082E	0x30D9      	MOVLW      LCD_TASK_year_L0
0x082F	0x00E0      	MOVWF      FARG_Read_Time_year
0x0830	0x118A      	BCF        PCLATH, 3
0x0831	0x26BB      	CALL       _Read_Time
0x0832	0x158A      	BSF        PCLATH, 3
;main.c,133 :: 		Transform_Time(&sec, &min, &hr, &week_day, &day, &mn, &year);
0x0833	0x30D3      	MOVLW      LCD_TASK_sec_L0
0x0834	0x00DA      	MOVWF      FARG_Transform_Time_sec
0x0835	0x30D4      	MOVLW      LCD_TASK_min_L0
0x0836	0x00DB      	MOVWF      FARG_Transform_Time_min
0x0837	0x30D5      	MOVLW      LCD_TASK_hr_L0
0x0838	0x00DC      	MOVWF      FARG_Transform_Time_hr
0x0839	0x30D6      	MOVLW      LCD_TASK_week_day_L0
0x083A	0x00DD      	MOVWF      FARG_Transform_Time_week_day
0x083B	0x30D7      	MOVLW      LCD_TASK_day_L0
0x083C	0x00DE      	MOVWF      FARG_Transform_Time_day
0x083D	0x30D8      	MOVLW      LCD_TASK_mn_L0
0x083E	0x00DF      	MOVWF      FARG_Transform_Time_mn
0x083F	0x30D9      	MOVLW      LCD_TASK_year_L0
0x0840	0x00E0      	MOVWF      FARG_Transform_Time_year
0x0841	0x118A      	BCF        PCLATH, 3
0x0842	0x2672      	CALL       _Transform_Time
0x0843	0x158A      	BSF        PCLATH, 3
;main.c,134 :: 		TimeToString(sec, min, hr, time);
0x0844	0x0853      	MOVF       LCD_TASK_sec_L0, 0
0x0845	0x00DA      	MOVWF      FARG_TimeToString_sec
0x0846	0x0854      	MOVF       LCD_TASK_min_L0, 0
0x0847	0x00DB      	MOVWF      FARG_TimeToString_min
0x0848	0x0855      	MOVF       LCD_TASK_hr_L0, 0
0x0849	0x00DC      	MOVWF      FARG_TimeToString_hr
0x084A	0x30BD      	MOVLW      LCD_TASK_time_L0
0x084B	0x00DD      	MOVWF      FARG_TimeToString_outtext
0x084C	0x118A      	BCF        PCLATH, 3
0x084D	0x232B      	CALL       _TimeToString
0x084E	0x158A      	BSF        PCLATH, 3
;main.c,135 :: 		lcd16x2_write(1, 1, time);
0x084F	0x3001      	MOVLW      1
0x0850	0x00DA      	MOVWF      FARG_lcd16x2_write_row
0x0851	0x3001      	MOVLW      1
0x0852	0x00DB      	MOVWF      FARG_lcd16x2_write_col
0x0853	0x30BD      	MOVLW      LCD_TASK_time_L0
0x0854	0x00DC      	MOVWF      FARG_lcd16x2_write_text
0x0855	0x118A      	BCF        PCLATH, 3
0x0856	0x26FE      	CALL       _lcd16x2_write
0x0857	0x158A      	BSF        PCLATH, 3
;main.c,136 :: 		DateToString(week_day, day, mn, year, date);
0x0858	0x1683      	BSF        STATUS, 5
0x0859	0x0856      	MOVF       LCD_TASK_week_day_L0, 0
0x085A	0x00DA      	MOVWF      FARG_DateToString_week_day
0x085B	0x0857      	MOVF       LCD_TASK_day_L0, 0
0x085C	0x00DB      	MOVWF      FARG_DateToString_day
0x085D	0x0858      	MOVF       LCD_TASK_mn_L0, 0
0x085E	0x00DC      	MOVWF      FARG_DateToString_mn
0x085F	0x0859      	MOVF       LCD_TASK_year_L0, 0
0x0860	0x00DD      	MOVWF      FARG_DateToString_year
0x0861	0x30C6      	MOVLW      LCD_TASK_date_L0
0x0862	0x00DE      	MOVWF      FARG_DateToString_outtext
0x0863	0x118A      	BCF        PCLATH, 3
0x0864	0x246A      	CALL       _DateToString
0x0865	0x158A      	BSF        PCLATH, 3
;main.c,137 :: 		lcd16x2_write(2, 1, date+4);
0x0866	0x3002      	MOVLW      2
0x0867	0x00DA      	MOVWF      FARG_lcd16x2_write_row
0x0868	0x3001      	MOVLW      1
0x0869	0x00DB      	MOVWF      FARG_lcd16x2_write_col
0x086A	0x30CA      	MOVLW      LCD_TASK_date_L0+4
0x086B	0x00DC      	MOVWF      FARG_lcd16x2_write_text
0x086C	0x118A      	BCF        PCLATH, 3
0x086D	0x26FE      	CALL       _lcd16x2_write
0x086E	0x158A      	BSF        PCLATH, 3
;main.c,138 :: 		if (sec == sp_sec && min == sp_min && hr == sp_hr)
0x086F	0x1683      	BSF        STATUS, 5
0x0870	0x0853      	MOVF       LCD_TASK_sec_L0, 0
0x0871	0x1283      	BCF        STATUS, 5
0x0872	0x0630      	XORWF      main_sp_sec, 0
0x0873	0x1D03      	BTFSS      STATUS, 2
0x0874	0x28A3      	GOTO       L_LCD_TASK68
0x0875	0x1683      	BSF        STATUS, 5
0x0876	0x0854      	MOVF       LCD_TASK_min_L0, 0
0x0877	0x1283      	BCF        STATUS, 5
0x0878	0x0631      	XORWF      main_sp_min, 0
0x0879	0x1D03      	BTFSS      STATUS, 2
0x087A	0x28A3      	GOTO       L_LCD_TASK68
0x087B	0x1683      	BSF        STATUS, 5
0x087C	0x0855      	MOVF       LCD_TASK_hr_L0, 0
0x087D	0x1283      	BCF        STATUS, 5
0x087E	0x0632      	XORWF      main_sp_hr, 0
0x087F	0x1D03      	BTFSS      STATUS, 2
0x0880	0x28A3      	GOTO       L_LCD_TASK68
L__LCD_TASK85:
;main.c,140 :: 		OS_Csem_Signal(Relay_csem);
L_LCD_TASK69:
0x0881	0x118A      	BCF        PCLATH, 3
0x0882	0x26B4      	CALL       __OS_DI_INT
0x0883	0x158A      	BSF        PCLATH, 3
0x0884	0x304F      	MOVLW      _Relay_csem
0x0885	0x1683      	BSF        STATUS, 5
0x0886	0x00DA      	MOVWF      FARG__OS_Csem_Signal_pCSem
0x0887	0x118A      	BCF        PCLATH, 3
0x0888	0x22E7      	CALL       __OS_Csem_Signal
0x0889	0x158A      	BSF        PCLATH, 3
0x088A	0x1283      	BCF        STATUS, 5
0x088B	0x1303      	BCF        STATUS, 6
0x088C	0x1FD1      	BTFSS      __OS_Temp_I, 7
0x088D	0x288F      	GOTO       L_LCD_TASK72
0x088E	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
L_LCD_TASK72:
0x088F	0x1842      	BTFSC      __OS_Flags, 0
0x0890	0x2892      	GOTO       L_LCD_TASK73
0x0891	0x2899      	GOTO       L_LCD_TASK70
L_LCD_TASK73:
0x0892	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x0893	0x008A      	MOVWF      __pclath
0x0894	0x3098      	MOVLW      $+4
0x0895	0x0084      	MOVWF      __fsr
0x0896	0x3008      	MOVLW      hi_addr($+2)
0x0897	0x2C47      	GOTO       __OS_ReturnSave
0x0898	0x2881      	GOTO       L_LCD_TASK69
L_LCD_TASK70:
;main.c,141 :: 		OS_Queue_Send_Now(RELAY_QUEUE, (OST_MSG)sp_relay);
0x0899	0x3043      	MOVLW      _RELAY_QUEUE
0x089A	0x1683      	BSF        STATUS, 5
0x089B	0x00DA      	MOVWF      FARG__OS_Queue_Send_pQueue
0x089C	0x1283      	BCF        STATUS, 5
0x089D	0x0826      	MOVF       main_sp_relay, 0
0x089E	0x1683      	BSF        STATUS, 5
0x089F	0x00DB      	MOVWF      FARG__OS_Queue_Send_Msg
0x08A0	0x118A      	BCF        PCLATH, 3
0x08A1	0x2276      	CALL       __OS_Queue_Send
0x08A2	0x158A      	BSF        PCLATH, 3
;main.c,142 :: 		}
L_LCD_TASK68:
0x08A3	0x1683      	BSF        STATUS, 5
;main.c,143 :: 		OS_Delay(100);
0x08A4	0x3064      	MOVLW      100
0x08A5	0x00DA      	MOVWF      FARG__OS_InitDelay_Delay
0x08A6	0x3000      	MOVLW      0
0x08A7	0x00DB      	MOVWF      FARG__OS_InitDelay_Delay+1
0x08A8	0x118A      	BCF        PCLATH, 3
0x08A9	0x25C7      	CALL       __OS_InitDelay
0x08AA	0x158A      	BSF        PCLATH, 3
0x08AB	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x08AC	0x008A      	MOVWF      __pclath
0x08AD	0x30B1      	MOVLW      $+4
0x08AE	0x0084      	MOVWF      __fsr
0x08AF	0x3008      	MOVLW      hi_addr($+2)
0x08B0	0x2C47      	GOTO       __OS_ReturnSave
;main.c,144 :: 		}
0x08B1	0x2822      	GOTO       L_LCD_TASK64
;main.c,145 :: 		}
L_end_LCD_TASK:
0x08B2	0x0008      	RETURN
; end of _LCD_TASK
__OS_Task_Create:
;osa_pic16_mikroc.c,148 :: 		
;osa_pic16_mikroc.c,152 :: 		
0x08B3	0x1283      	BCF        STATUS, 5
0x08B4	0x1303      	BCF        STATUS, 6
0x08B5	0x10C2      	BCF        __OS_Flags, 1
;osa_pic16_mikroc.c,164 :: 		
0x08B6	0x30A1      	MOVLW      __OS_Tasks
0x08B7	0x00F1      	MOVWF      R1
;osa_pic16_mikroc.c,165 :: 		
0x08B8	0x1683      	BSF        STATUS, 5
0x08B9	0x01BA      	CLRF       __OS_Temp
;osa_pic16_mikroc.c,167 :: 		
L__OS_Task_Create3:
;osa_pic16_mikroc.c,168 :: 		
0x08BA	0x3000      	MOVLW      hi_addr(__OS_Tasks)
0x08BB	0x3800      	IORLW      0
0x08BC	0x1383      	BCF        STATUS, 7
0x08BD	0x1D03      	BTFSS      STATUS, 2
0x08BE	0x1783      	BSF        STATUS, 7
;osa_pic16_mikroc.c,170 :: 		
0x08BF	0x0871      	MOVF       R1, 0
0x08C0	0x0084      	MOVWF      FSR
0x08C1	0x0800      	MOVF       INDF, 0
0x08C2	0x00F0      	MOVWF      R0
0x08C3	0x1B70      	BTFSC      R0, 6
0x08C4	0x28DC      	GOTO       L__OS_Task_Create6
;osa_pic16_mikroc.c,172 :: 		
0x08C5	0x173D      	BSF        FARG__OS_Task_Create_priority, 6
;osa_pic16_mikroc.c,173 :: 		
0x08C6	0x15BD      	BSF        FARG__OS_Task_Create_priority, 3
;osa_pic16_mikroc.c,175 :: 		
0x08C7	0x0A71      	INCF       R1, 0
0x08C8	0x0084      	MOVWF      FSR
0x08C9	0x083E      	MOVF       FARG__OS_Task_Create_TaskAddr, 0
0x08CA	0x0080      	MOVWF      INDF
0x08CB	0x083F      	MOVF       FARG__OS_Task_Create_TaskAddr+1, 0
0x08CC	0x0A84      	INCF       FSR, 1
0x08CD	0x0080      	MOVWF      INDF
;osa_pic16_mikroc.c,178 :: 		
0x08CE	0x3003      	MOVLW      3
0x08CF	0x0771      	ADDWF      R1, 0
0x08D0	0x0084      	MOVWF      FSR
0x08D1	0x0180      	CLRF       INDF
0x08D2	0x0A84      	INCF       FSR, 1
0x08D3	0x0180      	CLRF       INDF
;osa_pic16_mikroc.c,185 :: 		
0x08D4	0x0871      	MOVF       R1, 0
0x08D5	0x0084      	MOVWF      FSR
0x08D6	0x083D      	MOVF       FARG__OS_Task_Create_priority, 0
0x08D7	0x0080      	MOVWF      INDF
;osa_pic16_mikroc.c,191 :: 		
0x08D8	0x1283      	BCF        STATUS, 5
0x08D9	0x10C2      	BCF        __OS_Flags, 1
;osa_pic16_mikroc.c,192 :: 		
0x08DA	0x1383      	BCF        IRP_bit, BitPos(IRP_bit+0)
;osa_pic16_mikroc.c,193 :: 		
0x08DB	0x28E7      	GOTO       L_end__OS_Task_Create
;osa_pic16_mikroc.c,194 :: 		
L__OS_Task_Create6:
;osa_pic16_mikroc.c,196 :: 		
0x08DC	0x3005      	MOVLW      5
0x08DD	0x07F1      	ADDWF      R1, 1
;osa_pic16_mikroc.c,198 :: 		
0x08DE	0x1683      	BSF        STATUS, 5
0x08DF	0x0ABA      	INCF       __OS_Temp, 1
0x08E0	0x3005      	MOVLW      5
0x08E1	0x023A      	SUBWF      __OS_Temp, 0
0x08E2	0x1C03      	BTFSS      STATUS, 0
0x08E3	0x28BA      	GOTO       L__OS_Task_Create3
;osa_pic16_mikroc.c,201 :: 		
0x08E4	0x1283      	BCF        STATUS, 5
0x08E5	0x14C2      	BSF        __OS_Flags, 1
;osa_pic16_mikroc.c,203 :: 		
0x08E6	0x1383      	BCF        IRP_bit, BitPos(IRP_bit+0)
;osa_pic16_mikroc.c,204 :: 		
;osa_pic16_mikroc.c,205 :: 		
L_end__OS_Task_Create:
0x08E7	0x0008      	RETURN
; end of __OS_Task_Create
_RELAY_TASK:
;main.c,90 :: 		void RELAY_TASK(void)
;main.c,93 :: 		unsigned char i = 0;
0x08E8	0x1683      	BSF        STATUS, 5
0x08E9	0x1303      	BCF        STATUS, 6
0x08EA	0x01BE      	CLRF       RELAY_TASK_i_L0
;main.c,95 :: 		while(1)
L_RELAY_TASK48:
;main.c,97 :: 		OS_Csem_Wait(Relay_csem);
L_RELAY_TASK50:
0x08EB	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x08EC	0x008A      	MOVWF      __pclath
0x08ED	0x100A      	BCF        __pclath, 0
0x08EE	0x30F2      	MOVLW      $+4
0x08EF	0x0084      	MOVWF      __fsr
0x08F0	0x3088      	MOVLW      hi_addr($+32770)
0x08F1	0x2C47      	GOTO       __OS_ReturnSave
0x08F2	0x3000      	MOVLW      0
0x08F3	0x1283      	BCF        STATUS, 5
0x08F4	0x0650      	XORWF      _Relay_csem+1, 0
0x08F5	0x1D03      	BTFSS      STATUS, 2
0x08F6	0x28F9      	GOTO       L__RELAY_TASK89
0x08F7	0x3000      	MOVLW      0
0x08F8	0x064F      	XORWF      _Relay_csem, 0
L__RELAY_TASK89:
0x08F9	0x3001      	MOVLW      1
0x08FA	0x1903      	BTFSC      STATUS, 2
0x08FB	0x3000      	MOVLW      0
0x08FC	0x1683      	BSF        STATUS, 5
0x08FD	0x00DA      	MOVWF      FARG__OS_CheckEvent_bEvent
0x08FE	0x085A      	MOVF       FARG__OS_CheckEvent_bEvent, 0
0x08FF	0x3A00      	XORLW      0
0x0900	0x3001      	MOVLW      1
0x0901	0x1903      	BTFSC      STATUS, 2
0x0902	0x3000      	MOVLW      0
0x0903	0x00DA      	MOVWF      FARG__OS_CheckEvent_bEvent
0x0904	0x118A      	BCF        PCLATH, 3
0x0905	0x242B      	CALL       __OS_CheckEvent
0x0906	0x158A      	BSF        PCLATH, 3
0x0907	0x1283      	BCF        STATUS, 5
0x0908	0x1303      	BCF        STATUS, 6
0x0909	0x0870      	MOVF       R0, 0
0x090A	0x1D03      	BTFSS      STATUS, 2
0x090B	0x290D      	GOTO       L_RELAY_TASK53
0x090C	0x0008      	RETURN
L_RELAY_TASK53:
0x090D	0x118A      	BCF        PCLATH, 3
0x090E	0x26B4      	CALL       __OS_DI_INT
0x090F	0x158A      	BSF        PCLATH, 3
0x0910	0x3000      	MOVLW      0
0x0911	0x0650      	XORWF      _Relay_csem+1, 0
0x0912	0x1D03      	BTFSS      STATUS, 2
0x0913	0x2916      	GOTO       L__RELAY_TASK90
0x0914	0x3000      	MOVLW      0
0x0915	0x064F      	XORWF      _Relay_csem, 0
L__RELAY_TASK90:
0x0916	0x1903      	BTFSC      STATUS, 2
0x0917	0x2919      	GOTO       L_RELAY_TASK54
0x0918	0x291D      	GOTO       L_RELAY_TASK51
L_RELAY_TASK54:
0x0919	0x1FD1      	BTFSS      __OS_Temp_I, 7
0x091A	0x291C      	GOTO       L_RELAY_TASK55
0x091B	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
L_RELAY_TASK55:
0x091C	0x28EB      	GOTO       L_RELAY_TASK50
L_RELAY_TASK51:
0x091D	0x3001      	MOVLW      1
0x091E	0x02CF      	SUBWF      _Relay_csem, 1
0x091F	0x1C03      	BTFSS      STATUS, 0
0x0920	0x03D0      	DECF       _Relay_csem+1, 1
0x0921	0x1FD1      	BTFSS      __OS_Temp_I, 7
0x0922	0x2924      	GOTO       L_RELAY_TASK56
0x0923	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
L_RELAY_TASK56:
;main.c,98 :: 		if (OS_Queue_Check(RELAY_QUEUE))
0x0924	0x0844      	MOVF       _RELAY_QUEUE+1, 0
0x0925	0x1903      	BTFSC      STATUS, 2
0x0926	0x2971      	GOTO       L_RELAY_TASK57
;main.c,100 :: 		OS_Queue_Wait(RELAY_QUEUE, state);
0x0927	0x3004      	MOVLW      hi_addr(__OS_ReturnSave)
0x0928	0x008A      	MOVWF      __pclath
0x0929	0x100A      	BCF        __pclath, 0
0x092A	0x302E      	MOVLW      $+4
0x092B	0x0084      	MOVWF      __fsr
0x092C	0x3089      	MOVLW      hi_addr($+32770)
0x092D	0x2C47      	GOTO       __OS_ReturnSave
0x092E	0x0844      	MOVF       _RELAY_QUEUE+1, 0
0x092F	0x3A00      	XORLW      0
0x0930	0x3001      	MOVLW      1
0x0931	0x1903      	BTFSC      STATUS, 2
0x0932	0x3000      	MOVLW      0
0x0933	0x1683      	BSF        STATUS, 5
0x0934	0x00DA      	MOVWF      FARG__OS_CheckEvent_bEvent
0x0935	0x118A      	BCF        PCLATH, 3
0x0936	0x242B      	CALL       __OS_CheckEvent
0x0937	0x158A      	BSF        PCLATH, 3
0x0938	0x1283      	BCF        STATUS, 5
0x0939	0x1303      	BCF        STATUS, 6
0x093A	0x0870      	MOVF       R0, 0
0x093B	0x1D03      	BTFSS      STATUS, 2
0x093C	0x293E      	GOTO       L_RELAY_TASK58
0x093D	0x0008      	RETURN
L_RELAY_TASK58:
0x093E	0x3043      	MOVLW      _RELAY_QUEUE
0x093F	0x1683      	BSF        STATUS, 5
0x0940	0x00DA      	MOVWF      FARG__OS_Queue_Get_pQueue
0x0941	0x118A      	BCF        PCLATH, 3
0x0942	0x262F      	CALL       __OS_Queue_Get
0x0943	0x158A      	BSF        PCLATH, 3
0x0944	0x0870      	MOVF       R0, 0
0x0945	0x00BD      	MOVWF      RELAY_TASK_state_L0
;main.c,101 :: 		for (i = 0; i < 4; i++)
0x0946	0x01BE      	CLRF       RELAY_TASK_i_L0
L_RELAY_TASK59:
0x0947	0x3004      	MOVLW      4
0x0948	0x023E      	SUBWF      RELAY_TASK_i_L0, 0
0x0949	0x1803      	BTFSC      STATUS, 0
0x094A	0x2971      	GOTO       L_RELAY_TASK60
;main.c,103 :: 		tmp = (state >> i) & 0x01;
0x094B	0x083E      	MOVF       RELAY_TASK_i_L0, 0
0x094C	0x00F1      	MOVWF      R1
0x094D	0x083D      	MOVF       RELAY_TASK_state_L0, 0
0x094E	0x00F0      	MOVWF      R0
0x094F	0x0871      	MOVF       R1, 0
L__RELAY_TASK91:
0x0950	0x1903      	BTFSC      STATUS, 2
0x0951	0x2956      	GOTO       L__RELAY_TASK92
0x0952	0x0CF0      	RRF        R0, 1
0x0953	0x13F0      	BCF        R0, 7
0x0954	0x3EFF      	ADDLW      255
0x0955	0x2950      	GOTO       L__RELAY_TASK91
L__RELAY_TASK92:
0x0956	0x3001      	MOVLW      1
0x0957	0x0570      	ANDWF      R0, 0
0x0958	0x00F1      	MOVWF      R1
;main.c,104 :: 		if (tmp == 1)
0x0959	0x0871      	MOVF       R1, 0
0x095A	0x3A01      	XORLW      1
0x095B	0x1D03      	BTFSS      STATUS, 2
0x095C	0x2965      	GOTO       L_RELAY_TASK62
;main.c,106 :: 		Relay_ChangeState(RELAY_ON, i);
0x095D	0x3001      	MOVLW      1
0x095E	0x00DA      	MOVWF      FARG_Relay_ChangeState_on_off
0x095F	0x083E      	MOVF       RELAY_TASK_i_L0, 0
0x0960	0x00DB      	MOVWF      FARG_Relay_ChangeState_relay_id
0x0961	0x118A      	BCF        PCLATH, 3
0x0962	0x2530      	CALL       _Relay_ChangeState
0x0963	0x158A      	BSF        PCLATH, 3
;main.c,107 :: 		}
0x0964	0x296D      	GOTO       L_RELAY_TASK63
L_RELAY_TASK62:
;main.c,110 :: 		Relay_ChangeState(RELAY_OFF, i);
0x0965	0x1683      	BSF        STATUS, 5
0x0966	0x1303      	BCF        STATUS, 6
0x0967	0x01DA      	CLRF       FARG_Relay_ChangeState_on_off
0x0968	0x083E      	MOVF       RELAY_TASK_i_L0, 0
0x0969	0x00DB      	MOVWF      FARG_Relay_ChangeState_relay_id
0x096A	0x118A      	BCF        PCLATH, 3
0x096B	0x2530      	CALL       _Relay_ChangeState
0x096C	0x158A      	BSF        PCLATH, 3
;main.c,111 :: 		}
L_RELAY_TASK63:
;main.c,101 :: 		for (i = 0; i < 4; i++)
0x096D	0x1683      	BSF        STATUS, 5
0x096E	0x1303      	BCF        STATUS, 6
0x096F	0x0ABE      	INCF       RELAY_TASK_i_L0, 1
;main.c,112 :: 		}
0x0970	0x2947      	GOTO       L_RELAY_TASK59
L_RELAY_TASK60:
;main.c,113 :: 		}
L_RELAY_TASK57:
;main.c,114 :: 		}
0x0971	0x28EB      	GOTO       L_RELAY_TASK48
;main.c,115 :: 		}
L_end_RELAY_TASK:
0x0972	0x0008      	RETURN
; end of _RELAY_TASK
__OS_JumpToTask:
;osa_pic16_mikroc.c,47 :: 		
;osa_pic16_mikroc.c,49 :: 		
0x0973	0x118A      	BCF        PCLATH, 3
0x0974	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
0x0975	0x158A      	BSF        PCLATH, 3
0x0976	0x3002      	MOVLW      2
0x0977	0x0784      	ADDWF      FSR, 1
;osa_pic16_mikroc.c,50 :: 		
0x0978	0x301F      	MOVLW      31
0x0979	0x0500      	ANDWF      INDF, 0
0x097A	0x008A      	MOVWF      PCLATH
;osa_pic16_mikroc.c,51 :: 		
0x097B	0x0304      	DECF       FSR, 0
0x097C	0x00F0      	MOVWF      R0
0x097D	0x0870      	MOVF       R0, 0
0x097E	0x0084      	MOVWF      FSR
;osa_pic16_mikroc.c,53 :: 		
0x097F	0x0800      	MOVF       INDF, 0
;osa_pic16_mikroc.c,54 :: 		
0x0980	0x0384      	DECF       FSR, 1
;osa_pic16_mikroc.c,55 :: 		
0x0981	0x0082      	MOVWF      PCL
;osa_pic16_mikroc.c,57 :: 		
L_end__OS_JumpToTask:
0x0982	0x0008      	RETURN
; end of __OS_JumpToTask
_main:
0x0983	0x22B8      	CALL       2744
;main.c,38 :: 		int main(void)
;main.c,40 :: 		Relay_Init();
0x0984	0x118A      	BCF        PCLATH, 3
0x0985	0x277B      	CALL       _Relay_Init
0x0986	0x158A      	BSF        PCLATH, 3
;main.c,41 :: 		lcd16x2_init();
0x0987	0x118A      	BCF        PCLATH, 3
0x0988	0x278A      	CALL       _lcd16x2_init
0x0989	0x158A      	BSF        PCLATH, 3
;main.c,42 :: 		serial_init();
0x098A	0x118A      	BCF        PCLATH, 3
0x098B	0x279B      	CALL       _serial_init
0x098C	0x158A      	BSF        PCLATH, 3
;main.c,43 :: 		RTC_init();
0x098D	0x118A      	BCF        PCLATH, 3
0x098E	0x27A2      	CALL       _RTC_init
0x098F	0x158A      	BSF        PCLATH, 3
;main.c,44 :: 		OS_Init();
0x0990	0x118A      	BCF        PCLATH, 3
0x0991	0x27B7      	CALL       _OS_Init
0x0992	0x158A      	BSF        PCLATH, 3
;main.c,45 :: 		OS_Csem_Create(Relay_csem);
0x0993	0x118A      	BCF        PCLATH, 3
0x0994	0x26B4      	CALL       __OS_DI_INT
0x0995	0x158A      	BSF        PCLATH, 3
0x0996	0x01CF      	CLRF       _Relay_csem
0x0997	0x01D0      	CLRF       _Relay_csem+1
0x0998	0x1FD1      	BTFSS      __OS_Temp_I, 7
0x0999	0x299B      	GOTO       L_main0
0x099A	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
L_main0:
;main.c,46 :: 		OS_Queue_Create(RELAY_QUEUE, RELAY_MSG_QUEUE, RELAY_MSG_LENGTH);
0x099B	0x3002      	MOVLW      2
0x099C	0x00C3      	MOVWF      _RELAY_QUEUE
0x099D	0x01C5      	CLRF       _RELAY_QUEUE+2
0x099E	0x01C4      	CLRF       _RELAY_QUEUE+1
0x099F	0x3047      	MOVLW      _RELAY_MSG_QUEUE
0x09A0	0x00C6      	MOVWF      _RELAY_QUEUE+3
;main.c,47 :: 		OS_Task_Create(RELAY_TASK_PRIORITY, RELAY_TASK);
0x09A1	0x3001      	MOVLW      1
0x09A2	0x1683      	BSF        STATUS, 5
0x09A3	0x00BD      	MOVWF      FARG__OS_Task_Create_priority
0x09A4	0x30E8      	MOVLW      _RELAY_TASK
0x09A5	0x00BE      	MOVWF      FARG__OS_Task_Create_TaskAddr
0x09A6	0x3008      	MOVLW      hi_addr(_RELAY_TASK)
0x09A7	0x00BF      	MOVWF      FARG__OS_Task_Create_TaskAddr+1
0x09A8	0x20B3      	CALL       __OS_Task_Create
;main.c,48 :: 		OS_Task_Create(LCD_TASK_PRIORITY, LCD_TASK);
0x09A9	0x3001      	MOVLW      1
0x09AA	0x1683      	BSF        STATUS, 5
0x09AB	0x00BD      	MOVWF      FARG__OS_Task_Create_priority
0x09AC	0x3000      	MOVLW      _LCD_TASK
0x09AD	0x00BE      	MOVWF      FARG__OS_Task_Create_TaskAddr
0x09AE	0x3008      	MOVLW      hi_addr(_LCD_TASK)
0x09AF	0x00BF      	MOVWF      FARG__OS_Task_Create_TaskAddr+1
0x09B0	0x20B3      	CALL       __OS_Task_Create
;main.c,49 :: 		OS_Task_Create(USART_TASK_PRIORITY, USART_TASK);
0x09B1	0x3001      	MOVLW      1
0x09B2	0x1683      	BSF        STATUS, 5
0x09B3	0x00BD      	MOVWF      FARG__OS_Task_Create_priority
0x09B4	0x3008      	MOVLW      _USART_TASK
